46,13,40,34,32,71,17,30,29,56,19,30,50,26,41,68,37,49,11,13,0.079,0.268,0.308,0.218,6.511,77357.57,46.46,1
69,11,51,42,33,58,27,47,36,104,26,62,85,142,50,102,68,66,14,23,0.063,0.257,0.275,0.216,6.465,124322.08,62.38,1
62,14,34,65,31,57,32,22,44,61,26,35,68,41,52,88,44,53,14,16,0.071,0.229,0.289,0.249,6.913,95375.16,56.99,1
49,17,36,52,28,59,24,35,39,54,23,27,56,27,44,73,43,52,13,21,0.08,0.263,0.278,0.231,6.575,85534.00,47.93,1
46,14,42,63,32,51,31,28,41,68,29,42,69,41,55,80,57,54,13,16,0.07,0.242,0.278,0.236,6.411,97943.28,54.02,1
46,11,37,50,20,41,22,22,29,58,17,19,57,28,47,71,33,49,12,13,0.066,0.255,0.276,0.251,6.086,75799.65,62.75,1
54,20,53,63,36,55,32,50,41,102,21,60,67,76,47,117,53,59,11,24,0.068,0.271,0.287,0.231,5.606,115978.73,59.77,1
41,7,30,48,33,51,21,33,24,75,25,34,58,65,39,85,49,50,15,21,0.086,0.282,0.284,0.235,5.809,89991.44,61.64,1
50,21,50,55,36,66,25,29,35,73,14,28,55,34,56,76,35,57,10,21,0.081,0.274,0.272,0.232,6.008,91685.24,51.82,1
33,5,11,12,5,12,5,14,21,19,10,6,37,14,6,35,12,25,1,2,0.028,0.232,0.316,0.26,8.75,29799.17,62.93,0
50,8,26,22,18,53,9,34,29,35,15,22,24,8,25,42,26,33,3,12,0.067,0.273,0.285,0.247,8.745,52474.42,37.60,0
40,4,23,26,10,28,9,21,22,34,11,14,19,15,26,37,28,30,12,8,0.072,0.276,0.235,0.266,6.773,46059.71,41.55,0
9,9,16,25,41,17,23,43,30,59,6,27,17,20,29,54,14,28,8,29,0.153,0.408,0.225,0.194,9.348,46059.71,41.55,0
25,2,16,23,9,19,8,18,13,22,11,6,14,7,14,15,18,21,2,11,0.08,0.303,0.197,0.296,5.148,30456.46,34.44,0
28,9,18,43,19,38,6,21,9,40,13,22,18,24,54,39,19,33,3,10,0.069,0.27,0.251,0.266,8.057,52654.89,54.88,0
36,2,13,8,38,54,17,45,10,50,21,16,37,7,16,48,38,40,12,19,0.131,0.387,0.294,0.218,9.053,57240.20,36.55,0
13,2,3,6,27,20,10,22,7,38,8,14,18,8,6,27,14,16,2,3,0.121,0.409,0.299,0.246,9.3,29012.84,29.40,0
45,7,26,35,27,50,22,53,38,63,7,20,38,20,66,55,29,34,7,16,0.076,0.304,0.248,0.228,10.239,74057.54,58.97,0
28,8,10,14,31,34,13,48,13,59,16,11,41,11,22,52,28,33,6,17,0.109,0.392,0.279,0.236,9.274,54553.81,46.49,0
11,6,4,15,21,9,4,28,8,27,4,8,23,6,17,32,19,20,6,9,0.13,0.401,0.26,0.206,9.067,31588.58,47.13,0
32,8,43,48,34,38,13,58,66,71,17,27,36,15,31,51,35,36,6,44,0.118,0.351,0.214,0.237,8.479,81691.37,43.68,0
57,3,12,29,46,60,24,51,6,57,18,23,29,12,23,50,35,44,21,23,0.144,0.388,0.26,0.258,6.035,68828.42,32.04,0
3,2,8,18,14,8,9,28,14,30,3,15,6,5,4,18,12,15,9,10,0.143,0.459,0.203,0.234,5.583,27319.37,39.66,0
19,4,9,8,2,36,9,22,21,19,3,14,15,5,30,15,15,16,2,9,0.048,0.256,0.293,0.179,10.917,29787.06,42.89,0
26,6,14,13,42,41,11,56,13,72,21,11,24,9,17,41,26,22,9,26,0.154,0.454,0.234,0.264,8.379,56401.43,35.31,0
10,1,8,6,10,14,1,11,8,25,4,8,17,3,4,4,12,19,3,5,0.104,0.422,0.249,0.26,5.298,18951.20,45.93,0
29,16,30,51,26,45,17,59,35,69,12,28,33,28,60,38,27,40,8,31,0.095,0.342,0.211,0.236,8.952,78947.21,43.50,0
18,1,6,15,8,8,4,16,6,12,3,12,7,8,10,8,9,3,3,13,0.141,0.324,0.206,0.282,5.417,19760.94,56.96,0
13,1,12,18,10,14,4,13,4,19,9,6,11,7,11,11,9,22,3,7,0.098,0.363,0.206,0.289,4.537,23001.12,39.66,0
2,0,1,5,3,9,4,9,6,6,6,4,5,2,8,6,7,5,1,4,0.086,0.301,0.258,0.204,10.334,10690.42,47.56,0
36,5,25,15,65,52,13,84,21,95,24,35,27,17,23,70,44,36,14,44,0.165,0.454,0.247,0.228,8.481,84603.16,30.27,0
15,6,18,28,13,16,7,34,22,35,6,21,13,10,22,24,17,16,2,12,0.08,0.332,0.22,0.249,6.421,38691.95,51.17,0
9,2,7,8,5,17,3,9,6,10,6,3,8,7,2,8,7,8,2,4,0.084,0.29,0.275,0.252,4.71,14076.90,30.77,0
29,13,19,16,18,41,11,35,21,29,6,29,17,18,27,35,23,34,5,7,0.069,0.296,0.282,0.185,9.211,47190.35,32.86,0
27,15,17,7,13,37,8,29,24,28,7,29,19,9,10,38,30,32,7,13,0.083,0.306,0.308,0.173,8.876,42718.46,30.26,0
32,5,15,15,9,14,4,11,18,13,10,14,13,7,17,22,24,13,3,4,0.06,0.2,0.238,0.264,8.927,42718.46,30.26,0
5,3,2,1,4,14,7,8,1,15,2,9,4,1,8,9,8,5,1,7,0.105,0.351,0.316,0.202,9.659,12592.30,48.61,0
129,45,104,125,120,91,37,107,136,172,36,74,80,56,103,176,71,110,19,56,0.106,0.316,0.228,0.25,8.207,209148.22,45.30,0
5,3,2,1,4,14,7,8,1,15,2,9,4,1,8,9,8,5,1,7,0.105,0.351,0.316,0.202,9.659,12592.30,48.61,0
129,45,104,125,120,91,37,107,136,172,36,74,80,56,103,176,71,110,19,56,0.106,0.316,0.228,0.25,8.207,209148.22,45.30,0
28,2,17,7,9,14,0,0,33,24,2,14,3,7,0,9,20,40,3,1,0.056,0.33,0.172,0.262,9.381,24684.41,6.27,0
14,3,14,20,6,18,8,6,14,19,11,3,20,13,14,21,10,19,6,8,0.081,0.259,0.251,0.259,5.78,27872.31,55.65,0
